;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);;;;
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;ppb;µg/m3;W/m2;°C;°;m/s
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Final;Berechnet;Berechnet;Final;Final;Final;Final
15.01.2013 01:00;0.325523977;0.27962;73.583;4.251888813;3.4089;25.27684641;13.2181;16.627;21.10510385;10.579;958.78;21.133728;0;0.90804;2.417650601;0.010634;0.40272;153.43;1.834
15.01.2013 01:30;0.299795918;0.25752;71.089;2.585259158;2.0727;21.53487646;11.2613;13.334;29.20280841;14.638;958.51;17.16704;0;0.9139;2.433252813;0.012912;0.325;167.55;1.7532
15.01.2013 02:00;0.293008833;0.25169;70.557;1.030124806;0.82589;21.06026509;11.01311;11.839;28.85966843;14.466;958.35;14.010304;0;1.007;2.681130958;0.011936;0.19728;156.53;1.7483
15.01.2013 02:30;0.287886504;0.24729;73.199;1.661391035;1.332;21.04284413;11.004;12.336;28.21727847;14.144;958.13;14.211376;0;0.92386;2.459771248;0.010851;0.20272;166.07;1.4005
15.01.2013 03:00;0.276838573;0.2378;70.948;1.202388106;0.964;17.92581069;9.374;10.338;32.23720325;16.159;957.73;15.625488;0;0.91193;2.428007701;0.013455;0.12511;159.17;1.8718
15.01.2013 03:30;0.284824749;0.24466;73.98;2.590373049;2.0768;21.79666902;11.3982;13.475;25.98487359;13.025;957.24;11.0573776;0;1.0161;2.705359649;0.010851;-0.16944;157.63;1.4841
15.01.2013 04:00;0.302787823;0.26009;77.571;2.292644791;1.8381;23.79061427;12.4409;14.279;18.00108352;9.0231;956.77;11.516256;0;0.94941;2.527797957;0.018229;-0.37206;156.55;1.4598
15.01.2013 04:30;0.308049852;0.26461;80.689;4.324106937;3.4668;28.94289844;15.1352;18.602;11.54785737;5.7884;956.33;17.429472;0;1.2552;3.341961846;0.011502;-0.53611;124.29;1.2237
15.01.2013 05:00;0.338422932;0.2907;82.594;3.713059288;2.9769;28.91593514;15.1211;18.098;9.847718464;4.9362;955.76;19.949952;0;1.2638;3.36485929;0.00727;-0.56661;142.44;1.0572
15.01.2013 05:30;0.425537441;0.36553;83.513;14.50224742;11.627;34.61245717;18.1;29.727;6.911677124;3.4645;955.23;19.892368;0;1.5559;4.142573642;0.014757;-0.60544;132.3;1.1749
15.01.2013 06:00;0.34157782;0.29341;80.746;11.66678177;9.3537;29.99102483;15.6833;25.037;12.99403279;6.5133;954.73;19.40904;0;1.1502;3.062400028;0.018338;-0.77494;153.62;1.5558
15.01.2013 06:30;0.384640305;0.3304;81.858;30.75194892;24.655;45.98867306;24.049;48.704;5.637470693;2.8258;954.52;21.090304;0;1.2462;3.317999404;0.014323;-0.9695;159.81;1.2898
15.01.2013 07:00;0.421765545;0.36229;81.673;50.39802264;40.406;48.26621099;25.24;65.646;3.923566287;1.9667;954.4;23.641936;0;1.1659;3.104201176;0.0095486;-0.99456;157.87;1.4096
15.01.2013 07:30;0.521872142;0.44828;81.458;72.38276617;58.032;60.43029055;31.601;89.633;1.901793497;0.95328;954.19;20.748576;0;1.3234;3.523543903;0.015299;-0.93617;146.07;0.99781
15.01.2013 08:00;0.560510798;0.48147;81.04;66.29723549;53.153;55.42965102;28.986;82.139;2.583325359;1.2949;954.03;20.652288;0;1.2447;3.314005664;10.895;-0.76694;140.99;1.4056
15.01.2013 08:30;0.593747725;0.51002;81.448;66.62402562;53.415;53.80611643;28.137;81.552;3.30332082;1.6558;954.13;19.200416;0;1.0119;2.694177176;28.639;-0.96117;138.22;0.97484
15.01.2013 09:00;0.534026031;0.45872;79.98;68.98514666;55.308;48.76914338;25.503;80.811;4.013540782;2.0118;954.13;17.013168;0;1.0489;2.792689436;52.91;-0.78883;155.57;1.0184
15.01.2013 09:30;0.498111523;0.42787;78.203;61.67352936;49.446;53.31465778;27.88;77.326;4.378625762;2.1948;954.36;18.08272;0;1.2514;3.331844371;80.409;-0.39733;257.8;0.12335
15.01.2013 10:00;0.586110798;0.50346;78.526;89.38832575;71.666;55.96126776;29.264;100.93;3.455938312;1.7323;954.73;21.020448;0;1.6907;4.501477767;116.9;-0.29189;21.488;0.72876
15.01.2013 10:30;0.614469872;0.52782;78.154;115.2895617;92.432;70.99951987;37.128;129.56;3.571448806;1.7902;954.63;25.4176;0;1.6248;4.326019445;125.9;-0.25578;43.689;0.32618
15.01.2013 11:00;0.564259411;0.48469;74.447;98.21664838;78.744;63.49951672;33.206;111.95;4.074587778;2.0424;954.6;28.672512;0;1.5643;4.164938588;153.5;0.30561;245.02;0.49364
15.01.2013 11:30;0.610989017;0.52483;72.684;57.61858773;46.195;48.99479365;25.621;71.816;8.870168518;4.4462;954.4;29.614624;0;1.1553;3.075978745;168.71;0.70539;179.91;1.4062
15.01.2013 12:00;0.508088422;0.43644;73.107;24.94456404;19.999;37.56694591;19.645;39.644;12.62396031;6.3278;954.33;27.363184;0;1.0224;2.722133358;150.42;0.49717;180.58;2.0072
15.01.2013 12:30;0.499333897;0.42892;73.469;33.12429558;26.557;37.83466658;19.785;46.342;12.63154131;6.3316;954.24;27.089424;0;0.95156;2.533522318;135.89;0.63622;173.35;2.43
15.01.2013 13:00;0.48832089;0.41946;71.294;34.14457926;27.375;41.40873743;21.654;49.029;10.92741241;5.4774;954.06;21.389552;0;0.93557;2.490949047;102.54;1.0167;168.25;2.0595
15.01.2013 13:30;0.510707794;0.43869;68.789;32.21876263;25.831;41.83709049;21.878;47.709;12.44381182;6.2375;954.03;23.594736;0;0.90197;2.401489266;89.216;1.4028;205.07;1.558
15.01.2013 14:00;0.408889874;0.35123;70.473;9.031381535;7.2408;27.69990964;14.4852;21.726;25.34248362;12.703;954.13;26.288912;0.18333;0.7779;2.071153697;121.38;1.2862;241.02;2.651
15.01.2013 14:30;0.419425572;0.36028;75.988;18.38755753;14.742;33.55878513;17.549;32.291;22.60733877;11.332;954.17;24.42168;0.066667;0.73611;1.959888093;124.78;1.2029;240.24;1.7873
15.01.2013 15:00;0.40352307;0.34662;75.876;15.24937447;12.226;37.20552302;19.456;31.682;20.07368891;10.062;954.29;24.24232;0;0.71579;1.905786225;64.314;1.1804;247.31;1.5483
15.01.2013 15:30;0.439425937;0.37746;75.994;15.7607636;12.636;40.13897657;20.99;33.626;15.45486516;7.7468;954.49;22.87824;0.13333;0.6782;1.805703094;13.58;1.2084;260.87;1.1924
15.01.2013 16:00;0.496947357;0.42687;81.951;46.39546721;37.197;53.45999185;27.956;65.153;9.93689496;4.9809;954.67;23.192592;0.63333;0.64512;1.717627809;5.6649;0.76939;287.7;0.42396
15.01.2013 16:30;0.613701523;0.52716;82.971;39.10630114;31.353;53.96292424;28.219;59.572;7.812220075;3.9159;954.77;22.948096;15.3;0.65607;1.746782113;0.37923;0.68894;240.22;1.141
15.01.2013 17:00;0.497517799;0.42736;88.258;24.7786744;19.866;52.30688071;27.353;47.219;4.939420231;2.4759;955.12;20.761792;30;0.60672;1.615388059;0.011285;0.43606;250.29;1.0645
15.01.2013 17:30;0.562792562;0.48343;87.774;33.40244138;26.78;54.5519097;28.527;55.307;3.459130312;1.7339;955.45;21.716176;30;0.63345;1.68655651;0.013129;0.60861;232.59;1.0282
15.01.2013 18:00;0.567612208;0.48757;83.506;13.28489183;10.651;46.51455294;24.324;34.975;9.753953469;4.8892;955.51;24.04408;30;0.64899;1.727931659;0.014106;0.80278;255.33;1.3851
15.01.2013 18:30;0.472220481;0.40563;83.464;15.04856069;12.065;43.60404687;22.802;34.867;15.45686016;7.7478;955.55;19.13056;30;0.68126;1.813850324;0.01747;0.96667;267.94;1.0557
15.01.2013 19:00;0.446771821;0.38377;82.7;9.764164743;7.8283;38.51678058;20.1417;27.97;23.46518872;11.762;955.6;19.061648;30;0.6126;1.63104352;0.01454;0.96111;259.94;1.323
15.01.2013 19:30;0.393976913;0.33842;79.179;3.890798194;3.1194;31.82166048;16.6406;19.76;33.68756817;16.886;955.55;16.929152;30;0.65045;1.731818899;0.012478;0.86933;232.27;1.6254
15.01.2013 20:00;0.387061769;0.33248;75.933;11.22960643;9.0032;34.10531774;17.8348;26.838;35.08606309;17.587;955.56;14.640896;12.25;0.69089;1.839490137;0.011068;0.87222;215.4;1.7911
15.01.2013 20:30;0.327479775;0.2813;72.059;2.553577977;2.0473;24.22240946;12.6667;14.714;46.55531747;23.336;955.35;18.699152;0;0.67118;1.78701239;0.010308;0.99722;201.15;2.4581
15.01.2013 21:00;0.309411926;0.26578;68.681;3.965011982;3.1789;22.18467275;11.6011;14.78;48.65206235;24.387;955.13;14.74096;0;0.68134;1.814063324;0.014865;0.93333;200.78;2.7506
15.01.2013 21:30;0.30817791;0.26472;68.128;2.822618552;2.263;27.29220932;14.272;16.535;43.61867763;21.864;954.97;13.363664;0;0.76688;2.041813018;0.010634;0.97222;198.29;2.3051
15.01.2013 22:00;0.309283867;0.26567;69.464;3.208904441;2.5727;31.83256054;16.6463;19.219;37.03517799;18.564;955.06;12.641504;0;0.73308;1.951820738;0.016385;1.0333;204.35;1.9856
15.01.2013 22:30;0.272775635;0.23431;66.989;1.499991635;1.2026;21.72820902;11.3624;12.565;49.85903729;24.992;955.13;13.719552;0;0.6637;1.767096938;0.011827;1.0306;235.51;2.564
15.01.2013 23:00;0.260388913;0.22367;67.081;0.656623646;0.52644;15.73405811;8.22786;8.7543;54.30190205;27.219;955.28;12.372464;0;0.55833;1.486549998;0.010091;0.92778;244.87;2.6362
15.01.2013 23:30;0.251063947;0.21566;69.381;0.330319961;0.26483;13.43722517;7.02677;7.2916;55.76623197;27.953;955.49;13.684624;0;0.53276;1.418470039;0.008355;0.72778;245.1;3.0995
16.01.2013 00:00;0.243042846;0.20877;74.522;0.793551204;0.63622;14.27616612;7.46548;8.1017;53.96674206;27.051;955.49;16.046512;0;0.47832;1.273523893;0.01161;0.46389;241.7;2.3538
16.01.2013 00:30;0.235464128;0.20226;78.244;0.41230437;0.33056;12.9677005;6.78124;7.1118;54.54928203;27.343;955.59;16.64784;2.3;0.52485;1.397409715;0.0094401;0.28611;256.95;2.3277
16.01.2013 01:00;0.232972814;0.20012;81.589;0.210243298;0.16856;11.76257506;6.15104;6.3196;53.90489707;27.02;955.68;14.00464;0;0.46861;1.247671081;0.010959;0.033278;249.32;2.4557
16.01.2013 01:30;0.226185729;0.19429;82.118;0.275301974;0.22072;12.49219036;6.53258;6.7533;51.65054719;25.89;955.79;10.4126256;0.28333;0.47803;1.27275177;0.013997;-0.011111;265.63;2.1256
16.01.2013 02:00;0.224066947;0.19247;88.033;0.179959083;0.14428;13.7119257;7.17042;7.3147;50.57524225;25.351;955.95;10.10356;0.033333;0.4725;1.258028181;0.011719;-0.43333;245.21;1.7517
16.01.2013 02:30;0.22640692;0.19448;82.575;0.295395825;0.23683;12.60748235;6.59287;6.8297;49.95679228;25.041;956.06;11.610656;0;0.53274;1.418416789;0.015842;-0.29167;248.82;2.0246
16.01.2013 03:00;0.220516242;0.18942;80.139;0.188266038;0.15094;13.43166041;7.02386;7.1748;47.65456241;23.887;956.04;8.3761344;0;0.56192;1.49610835;0.011936;-0.1;247.37;2.1974
16.01.2013 03:30;0.220749076;0.18962;77.4;0.530098491;0.425;13.42791232;7.0219;7.4469;45.42215753;22.768;956.01;8.3041072;0.11667;0.61752;1.644142988;0.010851;-0.31111;258.01;2.5267
16.01.2013 04:00;0.220492959;0.1894;77.88;0.633486406;0.50789;15.92805998;8.32931;8.8372;42.02267771;21.064;955.87;9.7137824;0;0.58726;1.563575935;0.012587;-0.46956;269.86;2.6068
16.01.2013 04:30;0.229876134;0.19746;76.654;0.776712782;0.62272;16.91971644;8.84788;9.4706;41.60173274;20.853;955.76;11.0167856;0.1;0.5923;1.576994902;0.011502;-0.64467;286.44;2.4431
16.01.2013 05:00;0.23392743;0.20094;82.602;3.360949161;2.6946;20.46227274;10.7004;13.395;38.48953291;19.293;955.77;13.156928;19.483;0.62599;1.666694308;0.014974;-1.1444;298.36;1.2027
16.01.2013 05:30;0.265930341;0.22843;83.229;5.648978976;4.529;29.5601858;15.458;19.987;30.25217835;15.164;955.72;11.529472;7.05;1.0063;2.679267213;0.010091;-1.361;334.03;1.4051
16.01.2013 06:00;0.254509877;0.21862;68.183;2.444564782;1.9599;22.2745504;11.6481;13.608;39.51296785;19.806;955.93;12.085488;0;1.0116;2.693378428;0.011068;-1.2417;302.46;1.8909
16.01.2013 06:30;0.273893234;0.23527;66.036;6.165107813;4.9428;29.18767162;15.2632;20.206;35.48705807;17.788;956.15;13.004944;0;0.9742;2.593801171;0.016493;-1.4472;295.99;1.653
16.01.2013 07:00;0.278247213;0.23901;66.817;4.152978671;3.3296;31.65108417;16.5514;19.881;30.39382335;15.235;956.15;13.687456;0;0.74838;1.992556888;0.01237;-2.0583;277.46;2.2719
16.01.2013 07:30;0.319377183;0.27434;66.6;10.10330305;8.1002;40.2208226;21.0328;29.133;24.32702868;12.194;956.28;15.087408;0;1.1064;2.945782813;0.018012;-1.8361;308.58;1.5825
16.01.2013 08:00;0.338876956;0.29109;66.442;18.30398907;14.675;43.2980804;22.642;37.317;21.48215883;10.768;956.38;15.329072;0;0.94414;2.513766617;2.4548;-1.9139;292.03;1.6375
16.01.2013 08:30;0.332008379;0.28519;67.859;9.978199804;7.9999;35.63763608;18.6361;26.636;25.85320359;12.959;956.54;12.833136;0;0.76251;2.030177922;20.248;-2.2638;295.29;2.3894
16.01.2013 09:00;0.340087688;0.29213;69.653;13.6191657;10.919;38.81758387;20.299;31.218;23.9898737;12.025;956.54;14.449264;0;0.96403;2.566723612;45.704;-2.2973;311.16;1.3575
16.01.2013 09:30;0.378621569;0.32523;68.978;24.43068033;19.587;39.13502408;20.465;40.052;23.69261871;11.876;956.4;17.037712;0;1.1099;2.95510154;64.668;-2.0556;306.88;1.1426
16.01.2013 10:00;0.339715155;0.29181;68.528;10.74553296;8.6151;30.45112192;15.9239;24.539;31.11202331;15.595;956.36;15.35928;0;1.033;2.750355789;55.749;-1.8473;312.87;1.5325
16.01.2013 10:30;0.404454403;0.34742;69.241;24.34711186;19.52;40.2728369;21.06;40.58;27.15992852;13.614;956.39;18.137472;0;1.0425;2.775649478;75.132;-2.1694;355.27;1.4694
16.01.2013 11:00;0.393301697;0.33784;69.616;20.68880863;16.587;33.52245161;17.53;34.117;30.38384835;15.23;956.3;15.402704;0;0.94817;2.524496465;160.28;-2.3527;323.76;0.73932
16.01.2013 11:30;0.426107882;0.36602;66.894;31.12738338;24.956;37.62431463;19.675;44.631;26.81878354;13.443;955.96;15.26488;0;0.97621;2.599152783;209.33;-1.7278;341.13;1.0167
16.01.2013 12:00;0.416503516;0.35777;67.433;25.19526945;20.2;37.13476827;19.419;39.619;28.08959847;14.08;955.7;14.820256;0;0.91121;2.426090706;172.77;-1.7389;14.189;1.7929
16.01.2013 12:30;0.361485052;0.31051;64.901;13.13521696;10.531;30.21036455;15.798;26.329;34.15639314;17.121;955.38;16.25608;0;0.90478;2.408970872;154.33;-1.6667;343.21;1.1973
16.01.2013 13:00;0.345035392;0.29638;62.174;13.65408983;10.947;27.87928249;14.579;25.526;38.32993292;19.213;955.03;17.386992;0;0.81523;2.170544579;162.07;-1.7779;301.05;1.0518
16.01.2013 13:30;0.357643305;0.30721;62.736;18.26906493;14.647;32.91816783;17.214;31.861;34.36187813;17.224;954.71;17.802352;0;0.76067;2.025278933;147.99;-1.9497;275.06;0.91299
16.01.2013 14:00;0.407911974;0.35039;63.556;28.7712515;23.067;41.39726369;21.648;44.715;27.33149851;13.7;954.56;20.194448;0;0.82365;2.192962774;100.89;-1.7362;23.862;1.8193
16.01.2013 14:30;0.453221299;0.38931;63.386;49.97643843;40.068;46.57000936;24.353;64.421;25.21280863;12.638;954.57;20.660784;0;0.79757;2.123524944;83.29;-1.703;17.275;0.80008
16.01.2013 15:00;0.430019479;0.36938;62.863;29.74538543;23.848;44.04769825;23.034;46.882;26.41379856;13.24;954.68;21.616112;0;0.96245;2.562516873;63.509;-1.7669;45.445;0.85208
16.01.2013 15:30;0.455852313;0.39157;60.51;49.28543945;39.514;63.50907818;33.211;72.725;20.2113439;10.131;954.71;24.324448;0;1.0109;2.691514683;51.412;-1.4668;40.497;1.31
16.01.2013 16:00;0.52993981;0.45521;62.585;60.23789792;48.295;63.83799213;33.383;81.678;14.18225473;7.1089;954.71;24.7096;0;1.0412;2.772188236;21.961;-1.8251;57.868;1.1535
16.01.2013 16:30;0.690501525;0.59313;59.914;52.69553186;42.248;62.28712458;32.572;74.82;15.41316966;7.7259;954.83;24.508528;0;1.1682;3.110324911;12.501;-1.5694;30.303;1.5725
16.01.2013 17:00;0.568566823;0.48839;61.928;50.97551817;40.869;62.64472289;32.759;73.628;13.60769476;6.8209;955.03;20.38136;0;0.78376;2.086755908;0.43761;-1.8777;58.471;1.4584
16.01.2013 17:30;0.536540628;0.46088;61.379;37.45114655;30.026;62.92009272;32.903;62.929;14.96150169;7.4995;955.22;20.425728;0;1.1935;3.177685997;0.0086806;-1.9221;9.7848;0.7072
16.01.2013 18:00;0.62162949;0.53397;58.45;22.80670801;18.285;57.9978571;30.329;48.614;15.37426716;7.7064;955.43;21.397104;0;1.443;3.841978126;0.010742;-1.6361;342.3;1.1859
16.01.2013 18:30;0.55820575;0.47949;58.425;34.22066399;27.436;64.97771724;33.979;61.415;12.8106923;6.4214;955.6;22.3024;0;1.4821;3.946081622;0.014974;-1.6667;8.0893;1.3473
16.01.2013 19:00;0.475154178;0.40815;59.154;20.3620185;16.325;55.72605604;29.141;45.466;15.22005367;7.6291;955.74;22.677168;0;1.2073;3.214428407;0.012695;-1.7808;19.5;1.8347
16.01.2013 19:30;0.477121618;0.40984;60.314;17.01553791;13.642;44.34410327;23.189;36.831;20.72006887;10.386;955.91;24.15264;0;1.0504;2.796683176;0.013889;-2.2;24.606;2.2424
16.01.2013 20:00;0.444746173;0.38203;60.933;8.151293311;6.5352;39.99708462;20.9158;27.451;20.2931389;10.172;955.97;26.216224;0;1.1002;2.929275353;0.014214;-2.3389;17.128;2.0631
16.01.2013 20:30;0.469426483;0.40323;62.273;8.553170332;6.8574;37.26021453;19.4846;26.342;20.2033639;10.127;955.99;25.997216;0;1.1501;3.062133779;0.012912;-2.5084;19.982;2.3296
16.01.2013 21:00;0.422557177;0.36297;62.91;7.377224786;5.9146;35.17543548;18.3944;24.309;20.88166386;10.467;956.05;25.509168;0;1.0929;2.90983915;0.015191;-2.7666;10.582;2.0971
16.01.2013 21:30;0.44331425;0.3808;63.05;11.31878771;9.0747;38.73210449;20.2543;29.329;20.13154391;10.091;956.14;21.097856;0;1.2502;3.328649378;0.011936;-2.7666;16.236;1.6588
16.01.2013 22:00;0.409087782;0.3514;62.061;14.60078337;11.706;35.69672585;18.667;30.373;21.75946382;10.907;956.29;21.809632;0;1.3104;3.488931487;0.0099826;-2.6028;352.52;1.6245
16.01.2013 22:30;0.375478322;0.32253;62.919;4.590528202;3.6804;29.79845719;15.5826;19.263;25.59784361;12.831;956.41;21.243232;0;1.0577;2.816119379;0.011936;-2.7721;357.37;1.9029
16.01.2013 23:00;0.363056675;0.31186;70.044;8.010224748;6.4221;31.67307551;16.5629;22.985;23.30359373;11.681;956.68;22.331664;0;0.96274;2.563288996;0.007053;-3.1029;28.149;1.499
16.01.2013 23:30;0.36133371;0.31038;74.585;3.39549911;2.7223;31.48146401;16.4627;19.185;21.13103885;10.592;956.95;21.988048;0;0.78545;2.091255522;0.010959;-3.2363;10.645;1.6907
17.01.2013 00:00;0.332404196;0.28553;75.205;11.59269271;9.2943;27.06407307;14.1527;23.447;26.06666858;13.066;957.16;20.117984;0.13333;0.84457;2.248662138;0.011827;-3.2389;325.37;1.1967
17.01.2013 00:30;0.319784641;0.27469;77.587;3.877576914;3.1088;23.46992317;12.2732;15.382;29.25068841;14.662;957.29;19.662032;0.016667;0.83663;2.22752194;0.0094401;-3.4723;347.05;1.5551
17.01.2013 01:00;0.325523977;0.27962;78.922;10.63664449;8.5278;25.42045943;13.2932;21.821;27.41927851;13.744;957.41;18.283792;0;0.75054;1.998307874;0.008572;-3.6027;343.72;1.2551
17.01.2013 01:30;0.304848396;0.26186;79.686;3.280124732;2.6298;20.16548527;10.5452;13.175;29.91103337;14.993;957.5;20.372864;0.21667;0.74471;1.982785537;0.013346;-3.5998;315.67;0.88837
17.01.2013 02:00;0.304685413;0.26172;81.754;1.933425107;1.5501;19.90675237;10.4099;11.96;28.78784843;14.43;957.66;20.99496;0.1;0.84381;2.246638643;0.012912;-3.7361;328.52;0.8631
17.01.2013 02:30;0.303917064;0.26106;83.709;1.496000306;1.1994;20.29246135;10.6116;11.811;27.5549385;13.812;957.85;20.644736;1.65;0.72173;1.921601436;0.010091;-3.6943;300.58;1.0404
17.01.2013 03:00;0.297944895;0.25593;86.386;1.007885615;0.80806;20.56656907;10.75494;11.563;27.96989848;14.02;958.01;20.567328;22.05;0.64867;1.727079661;0.012153;-3.8473;291.38;1.0612
17.01.2013 03:30;0.302112607;0.25951;86.01;0.979397499;0.78522;22.6296245;11.83378;12.619;25.50008861;12.782;958.03;19.779088;30;0.65621;1.747154862;0.01888;-3.7913;301.08;1.1423
17.01.2013 04:00;0.330040939;0.2835;87.007;2.787569687;2.2349;29.83000998;15.5991;17.834;18.4168415;9.2315;958.12;16.96408;30;0.79097;2.105952487;0.0098741;-3.7779;306.3;1.0104
17.01.2013 04:30;0.329086324;0.28268;87.3;13.1289805;10.526;32.71928962;17.11;27.636;16.5483246;8.2949;958.34;18.683104;30;0.74639;1.987258526;0.0082465;-3.8943;290.66;0.90365
17.01.2013 05:00;0.33117018;0.28447;87.081;4.021888432;3.2245;33.46986362;17.5025;20.727;13.89437624;6.9646;958.53;18.01192;30;0.97105;2.585414317;0.011068;-3.8609;304.03;0.97666
17.01.2013 05:30;0.343161085;0.29477;86.114;7.033596235;5.6391;36.82861057;19.2589;24.898;10.9742949;5.5009;958.74;28.904736;30;0.9074;2.415946605;0.010525;-3.8027;296.15;1.2709
17.01.2013 06:00;0.349808471;0.30048;85.94;9.384115307;7.5236;41.7001705;21.8064;29.33;8.440246041;4.2307;959.01;26.166192;30;0.88529;2.357078874;0.012044;-3.8695;255.47;1.0633
17.01.2013 06:30;0.357654947;0.30722;86.591;9.261007728;7.4249;44.23529395;23.1321;30.557;5.719864189;2.8671;959.19;25.8188;30;1.0317;2.746894548;0.0095486;-3.9362;256.29;1.0406
17.01.2013 07:00;0.394826753;0.33915;88.288;19.05236341;15.275;47.57396185;24.878;40.153;3.504616309;1.7567;959.44;26.098224;30;1.1737;3.124968625;0.01378;-4.0362;286.82;1.096
17.01.2013 07:30;0.445479597;0.38266;86.107;31.68118039;25.4;52.48472372;27.446;52.846;2.078590387;1.0419;959.66;30.971152;30;1.2626;3.361664298;0.015191;-3.7802;297.51;1.245
17.01.2013 08:00;0.448855678;0.38556;85.851;31.37185233;25.152;50.41371317;26.363;51.515;2.306818375;1.1563;959.96;31.344976;30;1.1978;3.189134719;2.5656;-3.6418;299.18;1.1044
17.01.2013 08:30;0.520882602;0.44743;86.043;35.82343237;28.721;50.93768075;26.637;55.358;3.349405318;1.6789;960.36;33.903216;19.283;1.3144;3.499581461;18.586;-3.6277;294.28;1.1647
17.01.2013 09:00;0.472907338;0.40622;84.861;40.6841237;32.618;48.09028027;25.148;57.766;4.864607735;2.4384;960.75;31.861344;1.3667;1.2217;3.252768313;23.827;-3.6334;271.65;1.0864
17.01.2013 09:30;0.470171549;0.40387;84.214;33.28769064;26.688;45.20654627;23.64;50.328;6.295222158;3.1555;960.93;30.690784;2.9333;1.1073;2.948179057;34.653;-3.6333;274.49;1.0078
17.01.2013 10:00;0.485189285;0.41677;85.705;41.09198772;32.945;48.8647579;25.553;58.498;6.223003162;3.1193;961.03;31.549824;28.25;1.2236;3.257827051;51.296;-3.5495;293.69;1.0843
17.01.2013 10:30;0.486539717;0.41793;84.911;38.75581249;31.072;46.2410954;24.181;55.253;7.184593109;3.6013;961.14;31.077824;26.117;1.1993;3.193128459;62.586;-3.2029;296.42;1.2507
17.01.2013 11:00;0.520347085;0.44697;85.316;44.03559346;35.305;44.91205354;23.486;58.791;8.630768531;4.3262;961.16;35.094544;10.633;1.2672;3.373911768;82.797;-3.222;298.03;1.3882
17.01.2013 11:30;0.549556;0.47206;83.627;41.5048409;33.276;44.52385858;23.283;56.559;10.37539594;5.2007;960.93;32.759088;0.93333;1.2669;3.37311302;101.54;-2.8331;294.79;1.4664
17.01.2013 12:00;0.53275709;0.45763;82.934;40.52696509;32.492;44.2790854;23.155;55.647;10.9601304;5.4938;960.86;35.147408;0;1.3981;3.722432168;101.9;-2.7724;288.65;0.88476
17.01.2013 12:30;0.515352815;0.44268;81.852;38.68222234;31.013;41.9154944;21.919;52.932;13.12869529;6.5808;960.63;31.408224;0;1.4109;3.756512084;110.16;-2.8164;276.96;1.1347
17.01.2013 13:00;0.516528622;0.44369;80.716;28.78746628;23.08;40.89624359;21.386;44.466;13.34654927;6.69;960.52;29.952576;0.11667;1.3037;3.471092781;107.39;-2.3915;255.68;1.4649
