;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse;Zch_Stampfenbachstrasse
;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse;Zürich Stampfenbachstrasse
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet;Airmet
;CO;CO;Hr;NO;NO;NO2;NO2;NOx;O3;O3;p;PM10;RainDur;SO2;SO2;StrGlo;T;WD;WVv
;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle ;Alle 
;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Subtraktion);Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);Kanalberechnungen (Eichkorrektur);;Horizontale Verdichtung (Erster Messwert);;Kanalberechnungen (Eichkorrektur);Umrechnung ([ppb]->[ug/m3] Station);;;;
;mg/m3;ppm;%Hr;µg/m3;ppb;µg/m3;ppb;ppb;µg/m3;ppb;hPa;µg/m3;min;ppb;µg/m3;W/m2;°C;°;m/s
;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30;min30
Startzeit;Berechnet;Berechnet;Final;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Berechnet;Final;Berechnet;Final;Berechnet;Berechnet;Final;Final;Final;Final
08.01.2013 16:30;0.617485061;0.53041;70.078;108.6340192;87.096;73.03802149;38.194;125.29;2.179337881;1.0924;974.98;33.154624;0;0.74869;1.993382261;7.3439;5.8332;198.57;0.61741
08.01.2013 17:00;0.63449352;0.54502;70.89;55.58425681;44.564;60.07842911;31.417;75.981;1.814671851;0.90961;974.93;41.143696;0;0.75577;2.012232715;0.035373;5.6921;188.29;1.3708
08.01.2013 17:30;0.578380739;0.49682;72.939;51.16261175;41.019;57.01685209;29.816;70.835;1.535810766;0.76983;974.87;43.955872;0;0.70398;1.874342177;0.010959;5.4589;195.12;1.5118
08.01.2013 18:00;0.688860052;0.59172;76.674;71.67430512;57.464;60.39204474;31.581;89.045;1.758811854;0.88161;974.73;43.549008;0;0.92062;2.451144769;0.01237;5.128;203.02;1.1949
08.01.2013 18:30;0.766149004;0.65811;79.774;85.19493487;68.304;58.95017774;30.827;99.131;1.803140752;0.90383;974.85;45.752304;0;1.3407;3.56960504;0.0082465;4.5149;293;0.64209
08.01.2013 19:00;0.720024764;0.61849;80.924;72.1407918;57.838;51.57829805;26.972;84.81;1.757255754;0.88083;974.89;43.129872;0;1.1445;3.047223815;0.015516;4.1201;305.35;0.64798
08.01.2013 19:30;0.810061329;0.69583;79.91;84.22828468;67.529;59.50665426;31.118;98.647;1.820557101;0.91256;974.95;39.056512;0;1.3662;3.637498625;0.013889;3.9255;14.633;0.88658
08.01.2013 20:00;0.784624312;0.67398;81.74;96.72239428;77.546;61.98498269;32.414;109.96;1.531601317;0.76772;974.98;40.709456;0;1.3892;3.698735975;0.011068;3.5307;351.27;0.31541
08.01.2013 20:30;0.669942361;0.57547;82.38;62.93204554;50.455;54.3128734;28.402;78.857;1.595561013;0.79978;974.9;42.30576;0;1.2052;3.208837171;0.012261;3.3949;296.84;0.78239
08.01.2013 21:00;0.816801848;0.70162;84.067;48.03814888;38.514;47.74224341;24.966;63.48;1.453696571;0.72867;974.81;40.997376;0;1.118;2.976667737;0.016927;3.0973;308.22;0.50274
08.01.2013 21:30;0.688347819;0.59128;84.848;47.85479717;38.367;46.54323729;24.339;62.706;1.614074612;0.80906;974.69;40.506496;0;1.1347;3.021131379;0.0088976;2.8975;293.14;0.48276
08.01.2013 22:00;0.608090244;0.52234;84.835;45.81921897;36.735;45.49530213;23.791;60.526;1.460679071;0.73217;974.69;40.7104;0;0.91034;2.423774336;0.013889;2.8228;282.64;0.44253
08.01.2013 22:30;0.724378743;0.62223;86.13;50.455398;40.452;44.89675521;23.478;63.93;1.550673516;0.77728;974.69;38.188976;0;1.1176;2.97560274;0.0087891;2.5307;308.88;0.62442
08.01.2013 23:00;0.610814392;0.52468;86.111;59.16273345;47.433;45.12240549;23.596;71.029;1.66339101;0.83378;974.63;37.325216;0;0.98536;2.623514599;0.012478;2.2709;17.225;0.76244
08.01.2013 23:30;0.579265505;0.49758;90.182;46.57258247;37.339;40.83887488;21.356;58.695;1.393627124;0.69856;974.52;44.574192;0;0.42785;1.139147846;0.01747;0.84056;24.833;2.4281
09.01.2013 00:00;0.526796563;0.45251;92.853;25.04933645;20.083;37.17301408;19.439;39.522;1.550553816;0.77722;974.46;41.745024;0;0.30335;0.807667404;0.010417;0.54133;19.55;2.3448
09.01.2013 00:30;0.47692371;0.40967;93.312;17.77389058;14.25;36.74466102;19.215;33.465;1.208311584;0.60567;974.36;46.096864;0;0.28701;0.764162261;0.0056424;0.66406;10.929;2.4046
09.01.2013 01:00;0.459728984;0.3949;94.522;14.12057651;11.321;36.04476272;18.849;30.17;1.390175774;0.69683;974.18;35.484416;0;0.21987;0.585402447;0.010091;0.56394;25.939;1.9766
09.01.2013 01:30;0.43241766;0.37144;94.803;15.6547439;12.551;38.64547773;20.209;32.76;1.170187136;0.58656;974;29.677872;0;0.23915;0.636735321;0.015625;0.56667;8.2376;1.5579
09.01.2013 02:00;0.422277778;0.36273;95.214;14.05322281;11.267;37.12138224;19.412;30.679;1.342974077;0.67317;973.95;29.022736;0;0.22687;0.604039901;0.0098741;0.50567;22.439;0.85374
09.01.2013 02:30;0.397469409;0.34142;96.055;14.17296271;11.363;36.08492081;18.87;30.233;1.269697731;0.63644;974.05;29.905376;0;0.16379;0.436089811;0.011176;0.38956;26.682;0.49514
09.01.2013 03:00;0.38594417;0.33152;96.309;14.31265925;11.475;36.78481912;19.236;30.711;1.215513534;0.60928;973.88;28.423296;0;0.23854;0.6351112;0.013563;0.33606;58.768;0.63943
09.01.2013 03:30;0.37708487;0.32391;96.002;14.40620605;11.55;36.75231018;19.219;30.769;1.321687428;0.6625;973.66;26.787344;0;0.24575;0.654307779;0.012261;0.26422;45.798;0.71508
09.01.2013 04:00;0.39135754;0.33617;94.526;14.57209569;11.683;36.94353923;19.319;31.002;1.228141883;0.61561;973.46;28.38176;0;0.2537;0.675474602;0.010091;0.54144;41.047;0.80658
09.01.2013 04:30;0.375175639;0.32227;94.699;18.00713391;14.437;37.15771576;19.431;33.868;1.425427422;0.7145;973.27;29.111472;0;0.28747;0.765387008;0.013021;0.48906;47.67;0.78036
09.01.2013 05:00;0.368260495;0.31633;96.245;13.7513785;11.025;36.18053534;18.92;29.945;1.230037133;0.61656;973;26.798672;0;0.2019;0.537557438;0.015299;0.26933;94.885;0.52179
09.01.2013 05:30;0.381136166;0.32739;95.533;23.92926952;19.185;39.84448384;20.836;40.021;1.382315475;0.69289;972.71;28.437456;0;0.2548;0.678403345;0.016602;0.34128;65.361;0.36154
09.01.2013 06:00;0.384162997;0.32999;94.284;23.64987643;18.961;38.96100565;20.374;39.335;1.297308529;0.65028;972.67;29.935584;0;0.32314;0.860358151;0.019097;0.49483;239.32;0.57178
09.01.2013 06:30;0.448750903;0.38547;93.214;40.5257178;32.491;45.30407308;23.691;56.182;1.438953522;0.72128;972.55;31.948192;0;0.2716;0.723133236;0.0096571;0.50544;326.4;0.53816
09.01.2013 07:00;0.466294878;0.40054;92.98;50.10989852;40.175;45.619601;23.856;64.031;1.408589623;0.70606;972.51;34.702784;0;0.38698;1.030331736;0.015734;0.628;306.69;0.6783
09.01.2013 07:30;0.494595743;0.42485;95.039;50.51277337;40.498;42.12967093;22.031;62.529;1.319472978;0.66139;972.48;35.62224;0;0.23308;0.620573986;0.018229;0.32811;268.11;0.70679
09.01.2013 08:00;0.507541264;0.43597;94.943;60.19549004;48.261;45.45131944;23.768;72.029;1.65174021;0.82794;972.49;36.360448;0;0.24554;0.653748655;1.083;0.23611;297.71;0.738
09.01.2013 08:30;0.513036126;0.44069;92.734;50.00886798;40.094;42.68423516;22.321;62.415;1.636338811;0.82022;972.36;33.969296;0;0.2565;0.682929584;10.048;0.30017;287.89;0.97867
09.01.2013 09:00;0.49815809;0.42791;92.648;57.44147247;46.053;41.60570335;21.757;67.81;2.169163382;1.0873;972.17;32.920512;0;0.25242;0.67206661;24.618;0.156;281.78;0.86492
09.01.2013 09:30;0.510766003;0.43874;91.079;71.56329626;57.375;43.64994184;22.826;80.201;2.071807387;1.0385;972;33.180112;0;0.23045;0.613571628;32.791;0.3805;276.71;0.81643
09.01.2013 10:00;0.513024484;0.44068;90.497;64.62087697;51.809;43.91001334;22.962;74.771;2.551405361;1.2789;971.94;39.47376;0;0.22863;0.60872589;50.856;0.40817;257.63;0.93355
09.01.2013 10:30;0.526121347;0.45193;88.682;75.68683888;60.681;53.75066;28.108;88.789;2.826715346;1.4169;971.89;40.20064;0;0.23449;0.624328102;69.921;0.56922;293.67;0.78293
09.01.2013 11:00;0.509310796;0.43749;87.81;66.68015369;53.46;43.66332787;22.833;76.293;2.901727342;1.4545;971.57;39.265136;0;0.26125;0.695576428;68.45;0.70511;285.75;0.89023
09.01.2013 11:30;0.565470143;0.48573;87.925;81.42437548;65.281;46.11679652;24.116;89.397;2.957188339;1.4823;971.2;40.336576;0;0.27046;0.720097993;66.903;0.75867;289.97;0.73916
09.01.2013 12:00;0.636565734;0.5468;89.05;101.872457;81.675;50.41753775;26.365;108.04;3.040978335;1.5243;970.71;44.26928;0;0.29124;0.775424608;97.453;0.7025;305.97;0.22635
09.01.2013 12:30;0.560045131;0.48107;87.421;67.46095759;54.086;48.02717468;25.115;79.201;4.04905178;2.0296;970.22;53.191968;0;0.41551;1.106292676;119.47;1.1748;252.02;0.99998
09.01.2013 13:00;0.576599566;0.49529;85.988;65.9392631;52.866;46.47057026;24.301;77.167;4.173739273;2.0921;969.66;47.095616;0;0.42652;1.135606729;128.28;1.4003;250.18;0.7881
09.01.2013 13:30;0.576285241;0.49502;84.033;69.51150328;55.73;48.70603779;25.47;81.2;4.462615257;2.2369;969.45;46.726512;0;0.43933;1.169713271;134.2;1.6598;282.57;0.66017
09.01.2013 14:00;0.59997601;0.51537;81.831;61.38166337;49.212;45.15108984;23.611;72.823;4.199075772;2.1048;969.32;45.766464;0;0.41449;1.103576932;118.58;1.9455;286.1;0.89677
09.01.2013 14:30;0.599580194;0.51503;82.936;75.61449602;60.623;45.64446078;23.869;84.492;4.285259767;2.148;969.19;43.611312;0;0.3823;1.017871266;130.58;1.6133;287.54;0.73718
09.01.2013 15:00;0.610569917;0.52447;81.763;79.16553227;63.47;49.26060202;25.76;89.23;3.326462819;1.6674;968.95;37.253472;0;0.46336;1.23369299;90.426;1.9106;251.71;0.87803
09.01.2013 15:30;0.633457412;0.54413;81.04;74.63412564;59.837;47.82447189;25.009;84.846;2.549609861;1.278;968.96;39.394464;0;0.6005;1.598827349;56.902;2.164;284.05;0.5789
09.01.2013 16:00;0.679895977;0.58402;81.89;72.74697501;58.324;48.90300371;25.573;83.897;2.246768878;1.1262;968.97;41.613808;0;0.62111;1.65370134;28.347;2.1974;292.98;0.77558
09.01.2013 16:30;0.685949638;0.58922;83.932;54.55025293;43.735;43.80292508;22.906;66.641;1.535591316;0.76972;968.77;44.158832;0;0.49872;1.32783876;4.0027;1.7921;293.84;0.80628
09.01.2013 17:00;0.686124263;0.58937;84.172;61.508887;49.314;44.62520997;23.336;72.65;1.424769073;0.71417;968.51;35.431552;0;0.56246;1.497546096;0.018663;1.7229;280.92;0.55979
09.01.2013 17:30;0.703586746;0.60437;85.169;68.78433288;55.147;48.0443853;25.124;80.271;1.216171884;0.60961;968.12;30.601104;0;0.59185;1.57579678;0.013129;1.472;252.24;0.87723
09.01.2013 18:00;0.841319175;0.72268;85.647;79.61954603;63.834;47.59690933;24.89;88.724;1.435621872;0.71961;967.96;32.014272;0;0.69973;1.863026579;0.0095486;1.5053;305.01;1.0662
09.01.2013 18:30;0.674959915;0.57978;86.384;55.96717502;44.871;44.30968205;23.171;68.042;1.192132135;0.59756;968.08;33.62568;0;0.51283;1.365406544;0.012912;1.2893;298.76;1.6068
09.01.2013 19:00;0.67309725;0.57818;85.136;51.91472797;41.622;45.43793341;23.761;65.383;1.380879075;0.69217;968.08;30.46328;0;0.52894;1.408299314;0.013346;1.3253;306.37;1.203
09.01.2013 19:30;0.625436311;0.53724;86.191;44.05929198;35.324;46.7612384;24.453;59.777;1.309837129;0.65656;967.98;27.510448;0;0.4881;1.299563079;0.012695;0.95333;300.61;0.92701
09.01.2013 20:00;0.612025124;0.52572;87.427;49.59227293;39.76;45.14152839;23.606;63.366;1.29563273;0.64944;967.99;34.71128;0;0.45096;1.20067807;0.011068;0.844;301.87;0.96256
09.01.2013 20:30;0.590383286;0.50713;88.019;48.0094612;38.491;46.34627138;24.236;62.727;1.406135774;0.70483;967.85;41.259808;0;0.46562;1.239710225;0.010417;0.86133;303.61;1.0838
09.01.2013 21:00;0.590883877;0.50756;87.333;43.97821809;35.259;44.37469992;23.205;58.464;1.170187136;0.58656;967.66;35.276736;0;0.50232;1.337423737;0.0087891;0.908;331.92;1.1205
09.01.2013 21:30;0.545784103;0.46882;86.645;31.90195082;25.577;39.78329055;20.804;46.381;1.388859074;0.69617;967.66;33.212208;0;0.56843;1.513441182;0.015516;0.82267;309.29;1.4659
09.01.2013 22:00;0.543537264;0.46689;87.947;30.92532231;24.794;38.55560008;20.162;44.956;1.261179081;0.63217;967.43;31.035344;0;0.48431;1.289472229;0.015516;0.6;315.32;1.1537
09.01.2013 22:30;0.542699064;0.46617;86.836;33.6244591;26.958;40.16001177;21.001;47.959;1.432629372;0.71811;967.38;29.672208;0;0.45874;1.22139227;0.011719;0.80533;351.35;1.4498
09.01.2013 23:00;0.555563094;0.47722;86.453;31.78221093;25.481;39.28609503;20.544;46.025;1.249747732;0.62644;967.36;34.509264;0;0.42022;1.11883302;0.017036;0.79467;341.34;0.77003
09.01.2013 23:30;0.518263229;0.44518;87.468;27.9655018;22.421;37.6300515;19.678;42.099;1.259503281;0.63133;967.25;24.71904;0;0.43072;1.146789202;0.014974;0.708;308.8;0.92335
10.01.2013 00:00;0.501720436;0.43097;86.607;27.48778951;22.038;37.39483977;19.555;41.593;1.27891463;0.64106;967.16;28.626256;0;0.39112;1.041354459;0.012587;0.828;286.7;0.86664
10.01.2013 00:30;0.488821482;0.41989;87.8;26.52737577;21.268;37.40057665;19.558;40.826;1.212620784;0.60783;967.05;28.864144;0;0.37808;1.006635544;0.018338;0.76667;310.07;0.66635
10.01.2013 01:00;0.486306884;0.41773;87.992;26.49868809;21.245;37.55929675;19.641;40.886;1.367791876;0.68561;966.63;33.43688;0;0.39055;1.039836838;0.017253;0.74133;237.72;0.52236
10.01.2013 01:30;0.488507157;0.41962;85.184;31.58513902;25.323;38.94379504;20.365;45.688;1.206974934;0.605;966.43;31.614016;0;0.4385;1.167503401;0.013672;1.1079;254.88;0.69284
10.01.2013 02:00;0.496446766;0.42644;85.117;34.31919994;27.515;38.88451404;20.334;47.849;1.413457423;0.7085;966.37;30.87864;0;0.68216;1.816246568;0.013021;1.2721;323.61;0.11517
10.01.2013 02:30;0.494025302;0.42436;84.229;34.04604331;27.296;38.01824646;19.881;47.177;1.211523534;0.60728;966.42;32.689232;0;0.81145;2.160480354;0.012478;1.5693;3.2961;0.58902
10.01.2013 03:00;0.485608385;0.41713;;33.79159603;27.092;35.87456887;18.76;45.852;1.64798961;0.82606;966.4;33.104592;30;1.2731;3.38962048;0.0079425;;40.396;1.5814
10.01.2013 03:30;0.453547265;0.38959;89.565;23.23827055;18.631;36.73127499;19.208;37.839;1.173718286;0.58833;966.09;31.532832;30;1.0036;2.67207848;0.014974;1.3255;56.254;0.70422
10.01.2013 04:00;0.447190921;0.38413;90.742;22.83165382;18.305;36.96648671;19.331;37.636;1.186586035;0.59478;965.72;28.213728;30;0.61593;1.639909624;0.018229;1.236;180.21;0.52055
10.01.2013 04:30;0.489438489;0.42042;92.108;46.25577067;37.085;37.89777216;19.818;56.903;1.321687428;0.6625;965.33;25.178768;30;0.66309;1.765472817;0.013455;1.3387;167.25;1.796
10.01.2013 05:00;0.503687876;0.43266;92.705;46.4091874;37.208;39.1713576;20.484;57.692;1.175832986;0.58939;965.37;28.019264;30;0.77377;2.060157598;0.014648;1.5054;157.04;0.26625
10.01.2013 05:30;0.520684693;0.44726;92.403;55.75139375;44.698;40.86182236;21.368;66.066;1.340639927;0.672;965.4;31.0108;30;0.98088;2.611586628;0.015516;1.7308;357.59;0.77052
10.01.2013 06:00;0.524607931;0.45063;93.925;56.12682821;44.999;42.42033908;22.183;67.182;1.086836041;0.54478;965.26;32.152096;30;0.7424;1.976635177;0.015299;1.5027;254.04;0.73875
10.01.2013 06:30;0.489345356;0.42034;93.687;43.54166639;34.909;41.48522905;21.694;56.603;1.299403279;0.65133;965.4;32.135104;30;0.58824;1.566185179;0.022569;1.528;290.15;0.90542
10.01.2013 07:00;0.531313525;0.45639;93.626;56.70432374;45.462;43.44915134;22.721;68.183;1.116980489;0.55989;965.54;26.062352;10.35;0.52655;1.401935954;0.02181;1.4333;273.26;0.60708
10.01.2013 07:30;0.600348543;0.51569;94.21;79.49356969;63.733;52.46368853;27.435;91.168;1.276361031;0.63978;965.58;24.653904;1.1;0.45097;1.200704695;0.0102;1.5055;244.35;0.47829
10.01.2013 08:00;0.707847592;0.60803;94.37;94.5383885;75.795;51.58403492;26.975;102.77;1.491042969;0.74739;965.54;23.532432;0.41667;0.59843;1.593315987;1.188;1.7081;284.18;0.4197
10.01.2013 08:30;0.629767007;0.54096;92.551;84.65859992;67.874;52.64344383;27.529;95.403;1.249308832;0.62622;965.68;25.855616;0;0.67309;1.792097752;2.3432;2.1414;298.87;0.78386
10.01.2013 09:00;0.627590018;0.53909;92.617;76.57740434;61.395;45.17786191;23.625;85.02;1.438394922;0.721;965.69;26.422016;0.15;0.75637;2.013830211;6.7845;2.1306;295.95;0.8737
10.01.2013 09:30;0.619266234;0.53194;92.953;72.62598783;58.227;43.5772748;22.788;81.015;1.516977967;0.76039;965.6;30.613376;28.967;0.69786;1.858047717;15.943;1.995;266.17;0.83397
10.01.2013 10:00;0.689733176;0.59247;93.391;133.011066;106.64;61.09767992;31.95;138.59;2.02791739;1.0165;965.55;25.912256;30;0.59156;1.575024657;40.299;1.9106;169.51;0.99758
10.01.2013 10:30;0.708080425;0.60823;92.299;113.9674337;91.372;58.62700065;30.658;122.03;1.807908802;0.90622;965.5;26.13032;30;0.50402;1.341949976;46.455;2.4054;234.87;0.54351
10.01.2013 11:00;0.681770283;0.58563;91.801;95.90791354;76.893;57.28648505;29.957;106.85;2.173153382;1.0893;965.28;27.013904;30;0.51341;1.36695079;42.717;2.7467;237.42;0.76814
10.01.2013 11:30;0.651618395;0.55973;92.395;69.64621066;55.838;49.04833778;25.649;81.487;2.288464376;1.1471;965.2;28.776352;9.3333;0.59845;1.593369237;44.921;2.828;284.09;0.95408
10.01.2013 12:00;0.647555457;0.55624;91.303;69.28823827;55.551;48.45170316;25.337;80.888;3.384118316;1.6963;964.87;26.540016;0;0.58255;1.551035591;87.355;2.9078;272.85;0.68454
10.01.2013 12:30;0.539311343;0.46326;88.772;23.57753358;18.903;38.78316264;20.281;39.184;5.861309681;2.938;964.68;25.930192;0;0.51468;1.370332156;56.035;3.0331;259.91;1.7478
10.01.2013 13:00;0.541336991;0.465;87.389;25.64678863;20.562;37.1099085;19.406;39.968;4.768049741;2.39;964.32;30.24616;0;0.43615;1.161246542;48.046;2.9667;249.71;2.7434
10.01.2013 13:30;0.57937028;0.49767;86.366;38.74583416;31.064;41.00333186;21.442;52.506;4.935230732;2.4738;963.95;29.682592;4.6333;0.43559;1.159755545;77.532;3.1719;236.75;2.24
10.01.2013 14:00;0.500323438;0.42977;85.733;27.01880826;21.662;38.7315308;20.254;41.916;7.756759078;3.8881;963.66;30.0904;0;0.40183;1.069869765;89.305;3.3411;238.04;2.9748
10.01.2013 14:30;0.498856589;0.42851;85.275;23.79580943;19.078;41.65351061;21.782;40.86;6.25612016;3.1359;963.57;29.470192;0;0.40817;1.086749973;35.246;3.5307;243.82;2.1567
10.01.2013 15:00;0.515643856;0.44293;85.523;51.01293689;40.899;53.42365834;27.937;68.836;2.966564839;1.487;963.49;28.49504;0;0.45871;1.221312395;11.515;3.5027;231.62;0.88876
10.01.2013 15:30;0.513641492;0.44121;86.324;56.83903112;45.57;57.76264537;30.206;75.776;2.674696355;1.3407;963.4;27.485904;0;0.45561;1.213058665;3.0511;3.5948;278.63;0.48663
10.01.2013 16:00;0.548287059;0.47097;86.652;25.47590982;20.425;49.53405956;25.903;46.328;5.492434201;2.7531;963.27;25.014512;1.4333;0.49563;1.319611655;2.3779;3.6078;246.04;1.4464
10.01.2013 16:30;0.517262047;0.44432;86.505;21.12785491;16.939;48.65249366;25.442;42.381;7.311874102;3.6651;962.98;21.280048;29.833;0.41301;1.099636442;1.5668;3.6973;244.27;2.0263
10.01.2013 17:00;0.552326714;0.47444;86.37;19.51386092;15.645;50.93003159;26.633;42.278;6.381805153;3.1989;962.68;18.579264;1.1667;0.43755;1.164974033;0.011719;3.7414;248.33;1.7613
10.01.2013 17:30;0.470532441;0.40418;85.761;13.12648592;10.524;47.97363055;25.087;35.611;9.36831999;4.6959;962.53;20.1312;0;0.48019;1.278502756;0.011936;3.8027;261.56;1.1895
10.01.2013 18:00;0.546238128;0.46921;86.294;34.54246495;27.694;51.33543716;26.845;54.539;8.27446155;4.1476;962.3;15.634928;0;0.43371;1.154750057;0.0094401;3.7947;256.26;0.61408
10.01.2013 18:30;0.496411841;0.42641;87.131;12.80717954;10.268;51.05624276;26.699;36.967;7.047137617;3.5324;962.24;16.188112;8.05;0.62888;1.674388915;0.014214;3.8001;292.99;0.89279
10.01.2013 19:00;0.50842603;0.43673;88.997;16.4754611;13.209;51.61463157;26.991;40.2;3.86630979;1.938;962.24;18.21488;30;0.64123;1.707270709;0.013021;3.7507;297.35;1.0591
10.01.2013 19:30;0.476865501;0.40962;92.198;36.90109141;29.585;51.26659471;26.809;56.394;2.851652845;1.4294;962.03;19.825344;30;0.46721;1.24394359;0.02181;3.2387;259.32;0.86371
10.01.2013 20:00;0.448133895;0.38494;90.623;8.874098195;7.1147;40.72853572;21.2983;28.413;8.751266524;4.3866;961.74;17.574848;30;0.36593;0.974286248;0.020182;3.3693;238.16;2.258
10.01.2013 20:30;0.426270866;0.36616;89.774;6.070438459;4.8669;36.21706008;18.9391;23.806;13.52171026;6.7778;961.6;19.183424;30;0.41155;1.095749201;0.0092231;3.5387;237.25;2.3851
10.01.2013 21:00;0.369867044;0.31771;88.477;2.09968894;1.6834;25.77691037;13.4796;15.163;20.77193887;10.412;961.71;16.36464;30;0.36115;0.961559529;0.019748;3.628;246.9;2.3201
10.01.2013 21:30;0.366479322;0.3148;89.831;3.968379667;3.1816;26.61411113;13.9174;17.099;19.48436594;9.7666;961.77;14.47192;30;0.40331;1.073810255;0.013238;3.3613;243.73;1.7436
10.01.2013 22:00;0.359319704;0.30865;90.862;5.63002016;4.5138;26.50855269;13.8622;18.376;18.57604249;9.3113;961.72;12.81992;30;0.34328;0.91398077;0.016059;3.1507;246.64;1.9266
10.01.2013 22:30;0.329493782;0.28303;91.174;1.146808839;0.91944;24.37321268;12.74556;13.665;20.07169391;10.061;961.57;11.0761632;30;0.32892;0.875747363;0.014865;2.8388;261.3;1.502
10.01.2013 23:00;0.371403742;0.31903;91.54;5.678165576;4.5524;26.09626287;13.6466;18.199;17.78702003;8.9158;961.56;10.0230368;30;0.39774;1.058980166;0.011176;2.836;299.12;0.98118
10.01.2013 23:30;0.334592827;0.28741;90.704;7.021123329;5.6291;30.70545655;16.0569;21.686;16.81565459;8.4289;961.39;7.3465136;30;0.40134;1.068565143;0.010634;2.9973;12.568;0.48973
11.01.2013 00:00;0.35022757;0.30084;90.557;4.990409557;4.001;26.02436075;13.609;17.61;19.38461595;9.7166;961.14;8.9137424;30;0.37174;0.989755335;0.013238;3.0748;68.209;0.39785
11.01.2013 00:30;0.310296691;0.26654;90.738;4.725235583;3.7884;26.00256064;13.5976;17.386;20.03578391;10.043;960.92;9.5797344;30;0.35735;0.951442054;0.012153;3.2334;296.21;0.20917
11.01.2013 01:00;0.296932071;0.25506;91.185;0.733406853;0.588;18.52818218;9.689;10.277;25.01330864;12.538;960.72;7.6896576;30;0.3643;0.969946383;0.012044;3.2387;259.54;1.4209
11.01.2013 01:30;0.285034298;0.24484;90.193;4.417154813;3.5414;17.46800836;9.1346;12.676;26.37788857;13.222;960.56;3.3486736;30;0.351;0.93453522;0.014974;3.4;242.17;1.0641
11.01.2013 02:00;0.275185458;0.23638;90.944;0.453739362;0.36378;14.61663031;7.64352;8.0073;28.89956843;14.486;960.44;4.5746464;30;0.31615;0.841747321;0.012478;3.228;249.79;1.4795
11.01.2013 02:30;0.265930341;0.22843;90.008;0.392272883;0.3145;13.46156863;7.0395;7.354;29.71751838;14.896;960.28;6.5566688;30;0.2517;0.670149615;0.011285;3.0921;247.3;1.5865
11.01.2013 03:00;0.264940801;0.22758;91.044;1.424655285;1.1422;16.21220722;8.4779;9.6201;28.26715346;14.169;960.04;7.7191104;30;0.30265;0.805803659;0.0088976;2.9;239.52;0.65708
11.01.2013 03:30;0.254707785;0.21879;92.402;0.848644029;0.68039;15.67257797;8.19571;8.8761;27.80231849;13.936;959.79;6.424792;30;0.31516;0.839111453;0.011285;2.9388;203.04;0.41304
11.01.2013 04:00;0.261483229;0.22461;93.879;2.414879266;1.9361;21.85537634;11.4289;13.365;22.34200378;11.199;959.72;6.008016;30;0.42554;1.132997486;0.012587;3.0974;164.06;1.7846
11.01.2013 04:30;0.264463493;0.22717;94.811;4.766895088;3.8218;22.43154945;11.7302;15.552;20.2811689;10.166;959.7;7.9037568;30;0.51453;1.369932782;0.017795;2.8586;163.27;2.2072
11.01.2013 05:00;0.273567268;0.23499;95.197;2.92078032;2.3417;23.72062444;12.4043;14.746;20.08366391;10.067;959.86;8.5990128;30;0.36733;0.978013739;0.0086806;2.6334;167.91;1.5078
